0	2099.180856	0.007451	-272.995096	-0.080575	-12084571.324696	0.074254	12403548.618199	0.074030	-0.000000	0.513482	0.002958	0.213937	3048182779.620207	-0.059033	-953459685378.249023	-0.124700	6084540.863290	0.018671	-370603246519665164288.000000	-0.346742	-84765852449277.734375	-0.098748	84698132809989.312500	-0.098739	-0.000000	0.327528	1.708659	0.138786	687974874.430018	-0.047214	-7664095034919.658203	-0.153524	-0.000000	0.000000	0.000000	0.000000
1	-2297929.439481	0.016602	2297951.917737	0.016602	2682927888810324992.000000	-0.347392	87965.963002	0.018105	7632164543.585327	-0.027829	-7778350611.026856	-0.028097	265006.050000	0.011664	-21867631094030752.000000	-0.286730	-11548811758850625536.000000	-0.353992	374745.430588	0.012162	101.472566	0.077428	0.000000	0.077428	8331484931647806.000000	-0.252154	0.000000	-0.252154	0.000001	0.223472	4335750228.572546	-0.105541	-0.000000	0.000000	0.000000	0.000000
2	-0.371476	0.080572	119.465526	0.039669	-0.000002	0.250763	8704076.080066	0.014730	-4.894120	0.226918	4.907636	0.226894	23768.369739	0.118245	-23748.212880	0.118253	36001276.867675	0.000344	-68792942966733004800.000000	-0.328904	-0.000000	0.346416	8857.304290	0.036044	2788.019634	0.170833	-2787.732725	0.170834	-7896967509686.654297	-0.087890	7899913770673.908203	-0.087894	0.000000	1.401226	0.000000	-1.767767
3	1511.554252	0.004314	0.026587	0.094024	0.000000	0.326562	5695826.494885	0.013911	0.000000	-0.595844	712.218236	0.088065	1711112.756474	0.068949	-1699281.510735	0.069007	4976957.516969	0.012398	-0.000000	0.325214	685.401799	0.047384	-0.000000	0.356696	-597924198.594696	0.021861	597793875.943712	0.021865	29508966.208376	0.054522	-29470976.007084	0.054532	22.916650	0.000000	0.000000	0.000000
4	284.933847	0.048624	0.000000	0.048624	9752868.848632	-0.013535	-0.000000	0.302317	127159577190427049984.000000	-0.343178	10098511.366760	0.021810	625050249225841672192.000000	-0.378996	31454820.913748	-0.010741	720342607.867264	-0.019571	-47443960294197.523438	-0.152171	-0.000000	0.305126	7029614.960124	-0.010331	1071037684.628540	0.054296	-1070171047.896657	0.054302	20712240.956340	-0.013588	-20288710887018442752.000000	-0.335788	0.000000	0.015270	0.000000	1.811723
5	304.714768	-0.000845	329.345889	0.025030	2575281795.263452	0.048953	-2574054479.057385	0.048957	0.061209	0.173244	0.000000	0.173244	5883.857316	0.025826	0.000000	0.267833	4414772031.830462	-0.086810	0.008318	0.184047	2637122.661420	0.072299	-2635648.343449	0.072304	-3139039975815370.000000	-0.146470	3090351870034684.000000	-0.146297	876721976.449441	-0.115964	12.980937	0.077997	3088.412484	0.000000	0.000000	0.000000
6	-79.336975	0.039135	994.220949	0.020084	-0.000000	0.301530	1132597.766714	0.012173	-92.036187	0.159961	94.591831	0.159741	73085656288384560.000000	-0.141921	-73139275810256080.000000	-0.141930	343233376932086592.000000	-0.268451	535223.484093	0.031524	-0.000000	0.320628	628715.587423	0.009334	48927535.774146	-0.040675	0.000000	0.278649	-21510171800646766592.000000	-0.197552	21509459808131919872.000000	-0.197552	309.159665	0.022792	-0.000000	0.334495
7	154.598670	0.016978	-0.012764	0.084396	-0.000000	0.314215	4472923.115179	-0.000005	22817389.275697	-0.029184	0.000000	0.287902	-1.605970	0.121379	9369911.629934	-0.015963	3793.453209	0.000000	0.000000	0.000000	0.000000	-0.463216	12827.587090	0.027732	0.000000	0.003377	0.000000	0.392525	-0.000047	0.213004	1828.929526	0.058818	538.374270	0.000000	0.000000	0.000000
8	-26.358053	0.067352	401.393041	0.045586	983611522.142575	-0.027492	0.000000	-0.027492	1364.640842	0.105127	-0.000000	0.410035	335714544.823099	0.072444	-335461832.292711	0.072450	-240152604.744522	0.073512	240283160.498504	0.073508	207443882.466173	-0.041070	0.000000	-0.041070	322438961.577474	-0.039155	-899397188892450560.000000	-0.280458	724372445.700403	0.034772	-723693139.539019	0.034779	0.000000	1.187843	0.000000	-1.767767
9	2290.210786	0.005101	75.184295	0.040612	4312214.100375	0.029036	-0.000001	0.289564	225.177018	0.165988	-225.673444	0.165956	113431981.604498	0.056352	-113334412.083284	0.056359	36816176.114592	-0.000283	-505221722275935232.000000	-0.278180	-100276340170286841856.000000	-0.018278	100276340170294362112.000000	-0.018278	3794339.289301	-0.018101	0.000000	0.298319	43640018.968090	0.056961	-43553805.021462	0.056977	84806807.236721	-0.014843	-84431101.901524	-0.014813
