0	0.000000	0.000000	0.000000	0.000000	65940564.143656	11015752.945902	-7077152.519993	0.242252	0.000000	0.000000	0.000000	0.000000	17350658.600636	10323691.028356	-17912694.461140	0.217226	0.000000	0.000000	0.000000	0.000000	328500691806574.437500	-385766774081295.875000	-306814003673936.062500	0.006579	0.000000	0.000000	0.000000	0.000000	45259644.678129	-15602611.439049	5764457.153764	0.129442
0	0.000000	0.000000	0.000000	0.000000	431140.630650	105047.343637	-59779.663079	0.248285	0.000000	0.000000	0.000000	0.000000	3234148.497316	1969182.523061	1638736.744768	0.170878	0.000000	0.000000	0.000000	0.000000	25815523984637.816406	-19021750665974.429688	-33763422424580.269531	0.010386	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.136591
1	0.000000	0.000000	0.000000	0.000000	486019.767893	-85651.541777	-139351.942175	0.159314	0.000000	0.000000	0.000000	0.000000	3616966.192325	-240745.660712	18776.614837	0.267940	0.000000	0.000000	0.000000	0.000000	712775.245607	-115067.103736	-218552.400523	0.162121	0.000000	0.000000	0.000000	0.000000	1261129.322318	133792.639357	67461.370898	0.238186
1	0.000000	0.000000	0.000000	0.000000	-5473085512486.563477	4351983426224.441895	6968569205339.530273	0.009997	0.000000	0.000000	0.000000	0.000000	422122.597809	-244131.989984	-325848.790096	0.237876	0.000000	0.000000	0.000000	0.000000	187792.952980	-147520.020156	10301.364638	0.178709	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.136591
2	0.000000	0.000000	0.000000	0.000000	33025513.597016	5302666.258479	-9235899.923639	0.171002	0.000000	0.000000	0.000000	0.000000	134820440920339360.000000	-185794191573001664.000000	79929334649691648.000000	-0.004059	0.000000	0.000000	0.000000	0.000000	347424.963071	-86753.591529	-303524.450041	0.406884	0.000000	0.000000	0.000000	0.000000	34086635.536472	-1111170.883019	-3898178.050616	0.162430
2	0.000000	0.000000	0.000000	0.000000	-3854925983639661.500000	5561932136668639.000000	-1582503599372273.750000	-0.002792	0.000000	0.000000	0.000000	0.000000	647981.874882	709304.541387	-21342.663078	0.240766	0.000000	0.000000	0.000000	0.000000	44331.992088	37183.333276	-52860.762699	0.194841	0.000000	0.000000	0.000000	0.000000	7875231578369997.000000	-11609250605276402.000000	2184886255136837.250000	-0.001858
3	0.000000	0.000000	0.000000	0.000000	27501088.817271	7044879.452444	2831367.046150	0.164720	0.000000	0.000000	0.000000	0.000000	-39804642358145568.000000	55764707514843120.000000	21349412096705296.000000	0.003662	0.000000	0.000000	0.000000	0.000000	1733976.291324	-5214.428970	-303351.859049	0.228467	0.000000	0.000000	0.000000	0.000000	16935445.048210	-1163832.377945	175004.603172	0.263324
3	0.000000	0.000000	0.000000	0.000000	75171.341069	-7593.345328	-27175.985448	0.218499	0.000000	0.000000	0.000000	0.000000	1163828.027983	378951.125568	234233.890431	0.236427	0.000000	0.000000	0.000000	0.000000	1591108.796066	21413.965096	-168258.988133	0.228639	0.000000	0.000000	0.000000	0.000000	28.656978	-54.724687	-14.738223	0.325201
4	0.000000	0.000000	0.000000	0.000000	1836921.674136	794283.214449	737121.148217	0.198110	0.000000	0.000000	0.000000	0.000000	-4420120449825304.000000	5143514914255305.000000	4190643384335292.000000	0.006472	0.000000	0.000000	0.000000	0.000000	12580381164394.699219	-3965934671550.329590	-18473698532387.355469	0.013440	0.000000	0.000000	0.000000	0.000000	84745095.368380	-4361919.680857	3673617.893804	0.274219
4	0.000000	0.000000	0.000000	0.000000	1766141.211135	987213.193192	602335.347658	0.195463	0.000000	0.000000	0.000000	0.000000	33006040.384543	1851484.836440	2679133.202927	0.256880	0.000000	0.000000	0.000000	0.000000	5045610.231971	-108964.559750	-370089.636260	0.301013	0.000000	0.000000	0.000000	0.000000	34066065140999.605469	-36153201778577.710938	36135807426084.476562	-0.007828
5	0.000000	0.000000	0.000000	0.000000	33035675.569468	238346.346320	2761264.759007	0.191525	0.000000	0.000000	0.000000	0.000000	388111171303870144.000000	-562769900269422976.000000	149135762860204928.000000	-0.002585	0.000000	0.000000	0.000000	0.000000	89546.305792	625.863644	23979.778474	0.245246	0.000000	0.000000	0.000000	0.000000	6364258.661976	-6394735.819355	-1077011.095458	0.130886
5	0.000000	0.000000	0.000000	0.000000	-4868998.792456	-5774558.367019	5558176.187688	0.084731	0.000000	0.000000	0.000000	0.000000	1813739.905223	-275017.471085	-1063544.166593	0.297165	0.000000	0.000000	0.000000	0.000000	49971.556704	16158.956453	-9257.198738	0.222830	0.000000	0.000000	0.000000	0.000000	9332.332680	-15159.695226	-6134.563336	0.193697
6	0.000000	0.000000	0.000000	0.000000	63210431.747085	54845610.405982	80794439.530427	0.102979	0.000000	0.000000	0.000000	0.000000	7311956.783229	-2676299.776777	-5763957.675324	0.208579	0.000000	0.000000	0.000000	0.000000	5880738.469913	-1048849.686067	3291876.300239	0.220522	0.000000	0.000000	0.000000	0.000000	14713163.979149	3745952.643136	-2311319.118091	0.347354
6	0.000000	0.000000	0.000000	0.000000	1151049.952956	-582306.276444	326796.773904	0.215903	0.000000	0.000000	0.000000	0.000000	890705.043606	-196576.568053	245970.187985	0.288176	0.000000	0.000000	0.000000	0.000000	183277.476938	60437.583175	-181576.732331	0.310711	0.000000	0.000000	0.000000	0.000000	2961.119653	3545.981506	-2319.702428	0.200265
7	0.000000	0.000000	0.000000	0.000000	172799933.084771	267773647.529650	35111355.311446	0.094581	0.000000	0.000000	0.000000	0.000000	1990870.445167	170815.590297	-1051319.750669	0.379212	0.000000	0.000000	0.000000	0.000000	-1780607.496046	4709702.408081	2192297.255851	0.127287	0.000000	0.000000	0.000000	0.000000	192171511.627526	277567062.023995	83207832.338290	0.034653
7	0.000000	0.000000	0.000000	0.000000	231658.225852	-43631.957595	199387.085158	0.306174	0.000000	0.000000	0.000000	0.000000	422866.022486	-432140.539156	-550432.337017	0.199747	0.000000	0.000000	0.000000	0.000000	593053.809909	-118835.260324	-3232.902109	0.186752	0.000000	0.000000	0.000000	0.000000	1089.306222	879.432909	-1746.246647	0.210421
8	0.000000	0.000000	0.000000	0.000000	60832379.678563	-7262943.952573	7696951.870289	0.213231	0.000000	0.000000	0.000000	0.000000	71842335.438536	12706215.106301	-51609106.823229	0.216383	0.000000	0.000000	0.000000	0.000000	-171557246813.451874	-162437395103.500214	-204159456494.592041	0.039326	0.000000	0.000000	0.000000	0.000000	28440245.860070	1525426.939872	-3911790.104909	0.295090
8	0.000000	0.000000	0.000000	0.000000	3934459.758949	-1913129.968268	-231861.361591	0.277324	0.000000	0.000000	0.000000	0.000000	3880149476939979.500000	-4840172337038353.000000	3234839247837687.500000	-0.005731	0.000000	0.000000	0.000000	0.000000	4549665.449490	-255198.387440	-174190.591000	0.293942	0.000000	0.000000	0.000000	0.000000	3269548033563.945801	-4408279927893.676758	2150490064834.680420	-0.004538
9	0.000000	0.000000	0.000000	0.000000	623804346450924.375000	-462245050234906.312500	-814374071671209.875000	0.010393	0.000000	0.000000	0.000000	0.000000	20244585.618543	26281964.385726	1665497.677745	0.162680	0.000000	0.000000	0.000000	0.000000	4356192.321861	611872.365421	-270022.855887	0.307682	0.000000	0.000000	0.000000	0.000000	34259656.673920	-1934469.396575	-960097.595929	0.213709
9	0.000000	0.000000	0.000000	0.000000	826927.119221	-52365.258872	300682.178033	0.209497	0.000000	0.000000	0.000000	0.000000	651427.788121	-85364.260924	-175646.199161	0.301075	0.000000	0.000000	0.000000	0.000000	4054053.048233	98373.518989	-498428.172930	0.296365	0.000000	0.000000	0.000000	0.000000	27644.719696	9996.812859	-1671.565919	0.262963
10	0.000000	0.000000	0.000000	0.000000	1082292.267024	-411497.780881	729372.553427	0.202248	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.136591	0.000000	0.000000	0.000000	0.000000	13810208.258809	-3640053.796057	7189023.063957	0.111630	0.000000	0.000000	0.000000	0.000000	2186348.793804	-2360939.330128	-1897094.549608	0.131747
